dc.contributor.advisor,dc.contributor.author,dc.date.accessioned,dc.date.available,dc.date.issued,dc.identifier.uri,dc.relation.ispartofseries,dc.title,dc.description.abstract,dc.identifier.other,dc.format.extent,dc.format.mimetype,dc.language.iso,dc.subject,dc.contributor.other,dc.description.sponsorship,dc.rights,dc.rights.uri,dc.description,dc.identifier.citation,dc.contributor,dc.relation.isversionof,dc.description.degree,dc.relation.isreplacedby,dc.relation.uri,dc.relation.replaces,dc.relation,dc.date.updated,dc.identifier,dc.relation.isreferencedby,dc.contributor.department,dc.type,dspace.orderedauthors,dc.date.submitted,dc.contributor.editor,dc.coverage.spatial,dc.coverage.temporal,eprint.grantNumber,dc.relation.requires,dc.language.rfc3066,dc.publisher,dc.relation.haspart,dc.identifier.oclc
,"Koile, Kimberle",2004-10-20T20:28:12Z,2004-10-20T20:28:12Z,2001-01-01,http://hdl.handle.net/1721.1/7072,AITR-2001-001,The Architect's Collaborator: Toward Intelligent Tools for Conceptual Design,"In early stages of architectural design, as in  other design domains, the language used is often very abstract. In architectural design, for  example, architects and their clients use experiential terms such as ""private"" or ""open""  to describe spaces. If we are to build programs that can help designers during this  early-stage design, we must give those programs the capability to deal with concepts  on the level of such abstractions. The work reported in this thesis sought to do that,  focusing on two key questions: How are  abstract terms such as ""private"" and ""open"" translated  into physical form? How might one build a tool to assist designers with this process? The Architect's Collaborator (TAC) was built to  explore these issues. It is a design assistant that supports iterative design refinement, and  that represents and reasons about how experiential qualities are manifested in  physical form. Given a starting design and a  set of design goals, TAC explores the space of  possible designs in search of solutions that  satisfy the goals. It employs a strategy we've called  dependency-directed redesign: it evaluates a design with respect to a set of goals, then  uses an explanation of the evaluation to guide proposal and refinement of repair  suggestions; it then carries out the repair  suggestions to create new designs. A series of experiments was run to study  TAC's behavior. Issues of control structure,  goal set size, goal order, and modification operator  capabilities were explored. In addition, TAC's use as a design assistant was studied  in an experiment using a house in the  process of being redesigned. TAC's use as an  analysis tool was studied in an experiment  using Frank Lloyd Wright's Prairie houses.",AITR-2001-001,20962265 bytes; 1471552 bytes,application/postscript; application/pdf,en_US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Alvira, Mariano; Rifkin, Ryan",2004-10-20T20:50:07Z,2004-10-20T20:50:07Z,2001-01-01,http://hdl.handle.net/1721.1/7219,AIM-2001-004; CBCL-193,An Empirical Comparison of SNoW and SVMs for Face Detection,"Impressive claims have been made for the performance of the SNoW algorithm on face detection tasks by Yang et. al. [7]. In particular, by looking at both their results and those of Heisele et. al. [3], one could infer that the SNoW system performed substantially better than an SVM-based system, even when the SVM used a polynomial kernel and the SNoW system used a particularly simplistic 'primitive' linear representation. We evaluated the two approaches in a controlled experiment, looking directly at performance on a simple, fixed-sized test set, isolating out 'infrastructure' issues related to detecting faces at various scales in large images. We found that SNoW performed about as well as linear SVMs, and substantially worse than polynomial SVMs.",AIM-2001-004; CBCL-193,1232391 bytes; 319169 bytes,application/postscript; application/pdf,en_US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Darrell, T.; Demirdjian, D.; Checka, N.; Felzenswalb, P.",2004-10-04T14:37:37Z,2004-10-04T14:37:37Z,2001-02-01,http://hdl.handle.net/1721.1/6075,AIM-2001-001,Plan-view Trajectory Estimation with Dense Stereo Background Models,"In a known environment, objects may be tracked in multiple views using a set of back-ground models. Stereo-based models can be illumination-invariant, but often have undefined values which inevitably lead to foreground classification errors. We derive dense stereo models for object tracking using long-term, extended dynamic-range imagery, and by detecting and interpolating uniform but unoccluded planar regions. Foreground points are detected quickly in new images using pruned disparity search. We adopt a 'late-segmentation' strategy, using an integrated plan-view density representation. Foreground points are segmented into object regions only when a trajectory is finally estimated, using a dynamic programming-based method. Object entry and exit are optimally determined and are not restricted to special spatial zones.",AIM-2001-001,5522496 bytes; 672260 bytes,application/postscript; application/pdf,en_US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Stoica, Ion; Morris, Robert T.; Karger, David R.; Kaashoek, M. Frans; Balakrishnan, Hari",2023-03-29T15:34:10Z,2023-03-29T15:34:10Z,2001-03,https://hdl.handle.net/1721.1/149922,MIT-LCS-TR-819,Chord: A scalable peer-to-peer lookup service for Internet applications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Fu, Kevin; Sit, Emil; Smith, Kendra; Feamster, Nick",2023-03-29T15:34:08Z,2023-03-29T15:34:08Z,2001-03,https://hdl.handle.net/1721.1/149921,MIT-LCS-TR-818,Client Authentication on the Web,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sadr, Javid; Sinha, Pawan",2004-10-20T20:50:11Z,2004-10-20T20:50:11Z,2001-03-01,http://hdl.handle.net/1721.1/7221,AIM-2001-006; CBCL-196,Exploring Object Perception with Random Image Structure Evolution,"We have developed a technique called RISE (Random Image Structure Evolution), by which one may systematically sample continuous paths in a high-dimensional image space. A basic RISE sequence depicts the evolution of an object's image from a random field, along with the reverse sequence which depicts the transformation of this image back into randomness. The processing steps are designed to ensure that important low-level image attributes such as the frequency spectrum and luminance are held constant throughout a RISE sequence. Experiments based on the RISE paradigm can be used to address some key open issues in object perception. These include determining the neural substrates underlying object perception, the role of prior knowledge and expectation in object perception, and the developmental changes in object perception skills from infancy to adulthood.",AIM-2001-006; CBCL-196,14196504 bytes; 1545031 bytes,application/postscript; application/pdf,en_US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Shelton, Christian R.",2004-10-20T20:50:06Z,2004-10-20T20:50:06Z,2001-03-20,http://hdl.handle.net/1721.1/7218,AIM-2001-002; CBCL-194,Policy Improvement for POMDPs Using Normalized Importance Sampling,"We present a new method for estimating the expected return of a POMDP from experience. The estimator does not assume any knowle ge of the POMDP and allows the experience to be gathered with an arbitrary set of policies. The return is estimated for any new policy of the POMDP. We motivate the estimator from function-approximation and importance sampling points-of-view and derive its theoretical properties. Although the estimator is biased, it has low variance and the bias is often irrelevant when the estimator is used for pair-wise comparisons.We conclude by extending the estimator to policies with memory and compare its performance in a greedy search algorithm to the REINFORCE algorithm showing an order of magnitude reduction in the number of trials required.",AIM-2001-002; CBCL-194,4576001 bytes; 768071 bytes,application/postscript; application/pdf,en_US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Liskov, Moses; Lysyanskeya, Anna; Micali, Silvio; Reyzin, Leonid; Smith, Adam",2023-03-29T14:42:11Z,2023-03-29T14:42:11Z,2001-04,https://hdl.handle.net/1721.1/149304,MIT-LCS-TM-615,Mutually Independent Commitment,"We describe a new kind of commitment scheme in which two parties commit to values in a commitment stage, at the end of which we are assured that the values they have committed to cannot be correlated to one another. We call this new primitive mutually independent commitments. We present three mutually independent commitment schemes which handle single bit commitments, and which are computationally hiding and perfecting binding.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Itkis, Gene; Reyzin, Leonid",2023-03-29T14:42:08Z,2023-03-29T14:42:08Z,2001-04,https://hdl.handle.net/1721.1/149303,MIT-LCS-TM-614,Forward-Secure Signatures with Optimal Signing and Verifying,"Ordinary digital signatures have an inherent weakness: if the secret key is leaked, then all signatures, even the ones generated before the leak, are no longer trustworthy. Forward-secure digital signatures were recently proposed to address this weakness: they ensure that past signatures remain secure even if the current secret key is leaked. We propose the first forward-secure signature scheme for which both signing and verifying are as efficient as for one of the most efficient ordinary signature schemes (Guillou-Quisquater): each requiring just two modular exponentiations with a short exponent. All previously proposed forward-secure signature schemes took significantly longer to sign and verify than ordinary signature schemees. Our scheme requires only fractional increases to the sizes of keys and signatures, and no additional public storage. Like the underlying Guillou-Quisquater scheme, our scheme is provably secure in the random oracle model.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Lepinski, Matthew; Micali, Silvio",2023-03-29T14:42:14Z,2023-03-29T14:42:14Z,2001-04,https://hdl.handle.net/1721.1/149305,MIT-LCS-TM-616,Three Round Zero-Knowledge Using a Proof of Knowledge Assumption,We provide a proof of knowledge assumption that allows us to construct a three round zero-knowledge proof system for any language in NP.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Meuleau, Nicolas; Peshkin, Leonid; Kim, Kee-Eung",2004-10-04T14:37:39Z,2004-10-04T14:37:39Z,2001-04-03,http://hdl.handle.net/1721.1/6076,AIM-2001-003,Exploration in Gradient-Based Reinforcement Learning,"Gradient-based policy search is an alternative to value-function-based methods for reinforcement learning in non-Markovian domains. One apparent drawback of policy search is its requirement that all actions be 'on-policy'; that is, that there be no explicit exploration. In this paper, we provide a method for using importance sampling to allow any well-behaved directed exploration policy during learning. We show both theoretically and experimentally that using this method can achieve dramatic performance improvements.",AIM-2001-003,5594043 bytes; 516972 bytes,application/postscript; application/pdf,en_US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Chan, Nicholas Tung; Shelton, Christian",2004-10-20T20:50:09Z,2004-10-20T20:50:09Z,2001-04-17,http://hdl.handle.net/1721.1/7220,AIM-2001-005; CBCL-195,An Electronic Market-Maker,"This paper presents an adaptive learning model for market-making under the reinforcement learning framework. Reinforcement learning is a learning technique in which agents aim to maximize the long-term accumulated rewards. No knowledge of the market environment, such as the order arrival or price process, is assumed. Instead, the agent learns from real-time market experience and develops explicit market-making strategies, achieving multiple objectives including the maximizing of profits and minimization of the bid-ask spread. The simulation results show initial success in bringing learning techniques to building market-making algorithms.",AIM-2001-005; CBCL-195,2620276 bytes; 480221 bytes,application/postscript; application/pdf,en_US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
